DATE,WILL5000INDFC,NGDPNSAXDCUSQ,PPIACO,FEDFUNDS,M2SL,U4RATE,CIVPART,BOGZ1FL010000336Q,GFDEGDQ188S,CORESTICKM159SFRBATL,M2V,CPALTT01USM657N
10/1/1923,.,.,17,.,.,.,.,.,.,.,.,.
1/1/1924,.,.,17.13333333,.,.,.,.,.,.,.,.,.
4/1/1924,.,.,16.53333333,.,.,.,.,.,.,.,.,.
7/1/1924,.,.,16.63333333,.,.,.,.,.,.,.,.,.
10/1/1924,.,.,17.16666667,.,.,.,.,.,.,.,.,.
1/1/1925,.,.,17.83333333,.,.,.,.,.,.,.,.,.
4/1/1925,.,.,17.56666667,.,.,.,.,.,.,.,.,.
7/1/1925,.,.,17.9,.,.,.,.,.,.,.,.,.
10/1/1925,.,.,17.86666667,.,.,.,.,.,.,.,.,.
1/1/1926,.,.,17.56666667,.,.,.,.,.,.,.,.,.
4/1/1926,.,.,17.3,.,.,.,.,.,.,.,.,.
7/1/1926,.,.,17.13333333,.,.,.,.,.,.,.,.,.
10/1/1926,.,.,17,.,.,.,.,.,.,.,.,.
1/1/1927,.,.,16.5,.,.,.,.,.,.,.,.,.
4/1/1927,.,.,16.23333333,.,.,.,.,.,.,.,.,.
7/1/1927,.,.,16.4,.,.,.,.,.,.,.,.,.
10/1/1927,.,.,16.63333333,.,.,.,.,.,.,.,.,.
1/1/1928,.,.,16.53333333,.,.,.,.,.,.,.,.,.
4/1/1928,.,.,16.73333333,.,.,.,.,.,.,.,.,.
7/1/1928,.,.,16.86666667,.,.,.,.,.,.,.,.,.
10/1/1928,.,.,16.56666667,.,.,.,.,.,.,.,.,.
1/1/1929,.,.,16.5,.,.,.,.,.,.,.,.,.
4/1/1929,.,.,16.4,.,.,.,.,.,.,.,.,.
7/1/1929,.,.,16.6,.,.,.,.,.,.,.,.,.
10/1/1929,.,.,16.2,.,.,.,.,.,.,.,.,.
1/1/1930,.,.,15.7,.,.,.,.,.,.,.,.,.
4/1/1930,.,.,15.26666667,.,.,.,.,.,.,.,.,.
7/1/1930,.,.,14.5,.,.,.,.,.,.,.,.,.
10/1/1930,.,.,14,.,.,.,.,.,.,.,.,.
1/1/1931,.,.,13.26666667,.,.,.,.,.,.,.,.,.
4/1/1931,.,.,12.63333333,.,.,.,.,.,.,.,.,.
7/1/1931,.,.,12.36666667,.,.,.,.,.,.,.,.,.
10/1/1931,.,.,12,.,.,.,.,.,.,.,.,.
1/1/1932,.,.,11.46666667,.,.,.,.,.,.,.,.,.
4/1/1932,.,.,11.13333333,.,.,.,.,.,.,.,.,.
7/1/1932,.,.,11.2,.,.,.,.,.,.,.,.,.
10/1/1932,.,.,10.96666667,.,.,.,.,.,.,.,.,.
1/1/1933,.,.,10.4,.,.,.,.,.,.,.,.,.
4/1/1933,.,.,10.8,.,.,.,.,.,.,.,.,.
7/1/1933,.,.,12.03333333,.,.,.,.,.,.,.,.,.
10/1/1933,.,.,12.26666667,.,.,.,.,.,.,.,.,.
1/1/1934,.,.,12.6,.,.,.,.,.,.,.,.,.
4/1/1934,.,.,12.76666667,.,.,.,.,.,.,.,.,.
7/1/1934,.,.,13.16666667,.,.,.,.,.,.,.,.,.
10/1/1934,.,.,13.23333333,.,.,.,.,.,.,.,.,.
1/1/1935,.,.,13.66666667,.,.,.,.,.,.,.,.,.
4/1/1935,.,.,13.8,.,.,.,.,.,.,.,.,.
7/1/1935,.,.,13.83333333,.,.,.,.,.,.,.,.,.
10/1/1935,.,.,13.93333333,.,.,.,.,.,.,.,.,.
